booking_id,partner_id,city,category,booking_date,amount_inr,complaint_flag,sla_breach_flag,is_test
B0359,P025,Pune,Deep Home Cleaning,2026-02-07,3689,0.0,0,0
B0360,P043,Chennai,Plumbing,2026-03-06,1045,0.0,0,0
B0361,P048,Chennai,Plumbing,2026-03-11,1487,0.0,0,0
B0362,P044,Chennai,Electrical Repair,2026-03-09,440,0.0,0,0
B0363,P037,Hyderabad,Deep Home Cleaning,2026-01-19,1583,0.0,0,0
B0364,P034,Hyderabad,Salon for Women,2026-02-08,2586,0.0,1,0
B0365,P039,Hyderabad,Deep Home Cleaning,2026-03-23,3925,0.0,0,0
B0366,P023,Delhi NCR,Salon for Women,2026-02-27,3174,0.0,0,0
B0367,P002,Bengaluru,Salon for Men,2026-01-08,1423,0.0,1,0
B0368,P012,Mumbai,AC Repair & Service,2026-01-17,1402,0.0,1,0
B0369,P006,Bengaluru,AC Repair & Service,2026-01-21,2075,0.0,0,0
B0370,P019,Delhi NCR,Plumbing,2026-03-25,360,0.0,0,0
B0371,P035,Hyderabad,Electrical Repair,2026-01-12,1934,0.0,0,0
B0372,P038,Hyderabad,Electrical Repair,2026-03-28,527,1.0,0,0
B0373,P037,Hyderabad,Deep Home Cleaning,2026-01-12,3449,0.0,0,0
B0374,P011,Mumbai,Deep Home Cleaning,2026-03-18,3574,0.0,0,0
B0375,P001,Bengaluru,AC Repair & Service,2026-01-26,2336,0.0,0,0
B0376,P004,Bengaluru,Electrical Repair,2026-02-11,1090,0.0,0,0
B0377,P014,Mumbai,Electrical Repair,2026-02-19,1201,0.0,1,0
B0378,P033,Hyderabad,Plumbing,2026-03-28,581,0.0,1,0
B0379,P032,Pune,Deep Home Cleaning,2026-03-20,1807,0.0,0,0
B0380,P031,Pune,Salon for Women,2026-02-29,2947,0.0,0,0
B0381,P016,Mumbai,Salon for Men,2026-01-07,456,0.0,0,0
B0382,P048,Chennai,Plumbing,2026-01-28,507,0.0,0,0
B0383,P022,Delhi NCR,Plumbing,2026-03-27,1172,0.0,0,0
B0384,P008,Bengaluru,Salon for Women,2026-02-03,2005,0.0,0,0
B0385,P031,Pune,Salon for Women,2026-03-17,2262,0.0,0,0
B0386,P006,Bengaluru,AC Repair & Service,2026-01-20,1489,0.0,0,0
B0387,P008,Bengaluru,Salon for Women,2026-01-14,1227,0.0,1,0
B0388,P030,Pune,Electrical Repair,2026-01-10,1696,0.0,0,0
B0389,P001,Bengaluru,AC Repair & Service,2026-03-15,1713,0.0,0,0
B0390,P019,Delhi NCR,Plumbing,2026-01-12,508,0.0,0,0
B0391,P012,Mumbai,AC Repair & Service,2026-02-02,1951,1.0,0,0
B0392,P022,Delhi NCR,Plumbing,2026-01-28,629,0.0,1,0
B0393,P007,Bengaluru,Deep Home Cleaning,2026-02-13,3283,0.0,0,0
B0394,P026,Pune,Salon for Men,2026-01-15,1409,0.0,0,0
B0395,P029,Pune,Deep Home Cleaning,2026-01-21,2290,0.0,0,0
B0396,P014,Mumbai,Electrical Repair,2026-01-16,1795,0.0,0,0
B0397,P018,Delhi NCR,Deep Home Cleaning,2026-03-21,2053,0.0,0,0
B0398,P039,Hyderabad,Deep Home Cleaning,2026-03-05,2372,0.0,0,0
B0399,P002,Bengaluru,Salon for Men,2026-01-23,1456,1.0,0,0
B0400,P043,Chennai,Plumbing,2026-01-13,745,0.0,0,0
B0401,P026,Pune,Salon for Men,2026-02-15,1075,0.0,0,0
B0402,P045,Chennai,Deep Home Cleaning,2026-03-29,3546,0.0,0,0
B0403,P045,Chennai,Deep Home Cleaning,2026-02-18,4663,0.0,0,0
B0404,P023,Delhi NCR,Salon for Women,2026-02-22,2698,0.0,0,0
B0405,P002,Bengaluru,Salon for Men,2026-03-24,1260,1.0,1,0
B0406,P047,Chennai,Plumbing,2026-02-15,222,0.0,0,0
B0407,P024,Delhi NCR,AC Repair & Service,2026-03-28,1264,0.0,0,0
B0408,P027,Pune,Salon for Women,2026-02-04,2241,0.0,1,0
B0409,P006,Bengaluru,AC Repair & Service,2026-02-15,2378,0.0,0,0
B0410,P046,Chennai,Deep Home Cleaning,2026-03-20,3096,0.0,0,0
B0411,P010,Mumbai,Salon for Men,2026-01-19,389,0.0,0,0
B0412,P041,Chennai,Plumbing,2026-01-20,469,0.0,1,0
B0413,P017,Delhi NCR,Electrical Repair,2026-03-29,612,0.0,0,0
B0414,P018,Delhi NCR,Deep Home Cleaning,2026-01-06,2114,0.0,0,0
B0415,P042,Chennai,Deep Home Cleaning,2026-01-23,3256,0.0,0,0
B0416,P006,Bengaluru,AC Repair & Service,2026-02-13,896,0.0,0,0
B0417,P016,Mumbai,Salon for Men,2026-01-07,893,0.0,0,0
B0418,P035,Hyderabad,Electrical Repair,2026-01-07,1351,0.0,0,0
B0419,P040,Hyderabad,Salon for Men,2026-02-17,1229,1.0,0,0
B0420,P006,Bengaluru,AC Repair & Service,2026-02-02,1911,0.0,0,0
B0421,P027,Pune,Salon for Women,2026-03-29,3241,0.0,0,0
B0422,P010,Mumbai,Salon for Men,2026-02-26,1031,0.0,0,0
B0423,P001,Bengaluru,AC Repair & Service,2026-01-15,763,0.0,0,0
B0424,P042,Chennai,Deep Home Cleaning,2026-02-07,1702,0.0,0,0
B0425,P042,Chennai,Deep Home Cleaning,2026-01-29,2242,0.0,0,0
B0426,P033,Hyderabad,Plumbing,2026-03-19,888,0.0,0,0
B0427,P013,Mumbai,AC Repair & Service,2026-03-30,1779,0.0,0,0
B0428,P015,Mumbai,Salon for Women,2026-01-16,1328,0.0,1,0
B0429,P047,Chennai,Plumbing,2026-03-30,584,0.0,0,0
B0430,P016,Mumbai,Salon for Men,2026-01-05,1085,0.0,0,0
B0431,P017,Delhi NCR,Electrical Repair,2026-02-06,762,0.0,0,0
B0432,P001,Bengaluru,AC Repair & Service,2026-02-29,1191,0.0,0,0
B0433,P020,Delhi NCR,Deep Home Cleaning,2026-01-13,3380,0.0,0,0
B0434,P046,Chennai,Deep Home Cleaning,2026-02-06,2704,0.0,0,0
B0435,P004,Bengaluru,Electrical Repair,2026-01-26,1950,1.0,0,0
B0436,P014,Mumbai,Electrical Repair,2026-02-19,795,0.0,0,0
B0437,P039,Hyderabad,Deep Home Cleaning,2026-03-07,3875,0.0,0,0
B0438,P025,Pune,Deep Home Cleaning,2026-01-01,2657,0.0,0,0
B0439,P048,Chennai,Plumbing,2026-01-22,1259,0.0,0,0
B0440,P017,Delhi NCR,Electrical Repair,2026-03-26,1242,0.0,0,0
B0441,P010,Mumbai,Salon for Men,2026-03-24,671,1.0,0,0
B0442,P039,Hyderabad,Deep Home Cleaning,2026-03-13,4587,0.0,0,0
B0443,P013,Mumbai,AC Repair & Service,2026-02-24,996,1.0,0,0
B0444,P033,Hyderabad,Plumbing,2026-02-20,280,0.0,0,0
B0445,P024,Delhi NCR,AC Repair & Service,2026-01-14,1393,0.0,0,0
B0446,P010,Mumbai,Salon for Men,2026-02-05,1107,0.0,0,0
B0447,P003,Bengaluru,AC Repair & Service,2026-01-11,1160,0.0,0,0
B0448,P017,Delhi NCR,Electrical Repair,2026-02-20,369,0.0,0,0
B0449,P002,Bengaluru,Salon for Men,2026-02-19,1084,0.0,0,0
B0450,P006,Bengaluru,AC Repair & Service,2026-01-06,1866,0.0,0,0
B0451,P047,Chennai,Plumbing,2026-01-21,1389,0.0,0,0
B0452,P012,Mumbai,AC Repair & Service,2026-03-19,2125,0.0,0,0
B0453,P011,Mumbai,Deep Home Cleaning,2026-02-11,1716,0.0,0,0
B0454,P016,Mumbai,Salon for Men,2026-03-12,1308,0.0,0,0
B0455,P009,Mumbai,Deep Home Cleaning,2026-01-24,2012,0.0,1,0
B0456,P017,Delhi NCR,Electrical Repair,2026-03-10,768,0.0,0,0
B0457,P043,Chennai,Plumbing,2026-01-12,829,0.0,0,0
B0458,P008,Bengaluru,Salon for Women,2026-02-07,1758,0.0,0,0
B0459,P037,Hyderabad,Deep Home Cleaning,2026-03-19,4259,0.0,0,0
B0460,P023,Delhi NCR,Salon for Women,2026-03-22,2929,0.0,0,0
B0461,P034,Hyderabad,Salon for Women,2026-02-26,3499,0.0,0,0
B0462,P038,Hyderabad,Electrical Repair,2026-01-24,456,0.0,0,0
B0463,P003,Bengaluru,AC Repair & Service,2026-02-20,1414,0.0,0,0
B0464,P040,Hyderabad,Salon for Men,2026-03-01,766,0.0,1,0
B0465,P006,Bengaluru,AC Repair & Service,2026-03-01,1594,0.0,0,0
B0466,P037,Hyderabad,Deep Home Cleaning,2026-02-07,3993,0.0,0,0
B0467,P031,Pune,Salon for Women,2026-03-29,1836,0.0,0,0
B0468,P041,Chennai,Plumbing,2026-02-21,1164,1.0,0,0
B0469,P035,Hyderabad,Electrical Repair,2026-03-04,1809,0.0,1,0
B0470,P023,Delhi NCR,Salon for Women,2026-01-15,1458,0.0,0,0
B0471,P019,Delhi NCR,Plumbing,2026-01-05,1385,0.0,0,0
B0472,P005,Bengaluru,Deep Home Cleaning,2026-03-01,1454,0.0,0,0
B0473,P019,Delhi NCR,Plumbing,2026-01-30,1055,0.0,0,0
B0474,P034,Hyderabad,Salon for Women,2026-02-20,1854,1.0,0,0
B0475,P008,Bengaluru,Salon for Women,2026-01-16,848,0.0,0,0
B0476,P032,Pune,Deep Home Cleaning,2026-02-15,1505,0.0,0,0
B0477,P032,Pune,Deep Home Cleaning,2026-02-09,4481,1.0,1,0
B0478,P012,Mumbai,AC Repair & Service,2026-02-16,1359,0.0,0,0
B0479,P029,Pune,Deep Home Cleaning,2026-03-09,4563,0.0,1,0
B0480,P042,Chennai,Deep Home Cleaning,2026-03-16,4666,0.0,0,0
B0481,P044,Chennai,Electrical Repair,2026-01-03,660,0.0,0,0
B0482,P038,Hyderabad,Electrical Repair,2026-01-09,705,0.0,0,0
B0483,P004,Bengaluru,Electrical Repair,2026-03-08,1243,0.0,0,0
B0484,P035,Hyderabad,Electrical Repair,2026-02-21,787,1.0,0,0
B0485,P016,Mumbai,Salon for Men,2026-03-04,959,0.0,0,0
B0486,P016,Mumbai,Salon for Men,2026-03-17,1323,0.0,0,0
B0487,P036,Hyderabad,Salon for Men,2026-02-25,1276,0.0,0,0
B0488,P032,Pune,Deep Home Cleaning,2026-02-16,2936,0.0,1,0
B0489,P001,Bengaluru,AC Repair & Service,2026-03-24,1646,0.0,1,0
B0490,P020,Delhi NCR,Deep Home Cleaning,2026-03-14,1371,1.0,0,0
B0491,P047,Chennai,Plumbing,2026-02-21,898,0.0,0,0
B0492,P003,Bengaluru,AC Repair & Service,2026-02-12,1497,0.0,1,0
B0493,P037,Hyderabad,Deep Home Cleaning,2026-01-17,2907,0.0,1,0
B0494,P032,Pune,Deep Home Cleaning,2026-02-15,3616,0.0,0,0
B0495,P041,Chennai,Plumbing,2026-03-06,884,0.0,0,0
B0496,P011,Mumbai,Deep Home Cleaning,2026-01-30,2389,0.0,0,0
B0497,P045,Chennai,Deep Home Cleaning,2026-03-07,2879,1.0,0,0
B0498,P038,Hyderabad,Electrical Repair,2026-03-04,441,0.0,0,0
B0499,P044,Chennai,Electrical Repair,2026-02-30,885,0.0,0,0
B0500,P016,Mumbai,Salon for Men,2026-01-18,1494,0.0,0,0
B0502,P045,Chennai,Deep Home Cleaning,2026-01-04,1310,0.0,0,0
B0503,P022,Delhi NCR,Plumbing,2026-01-04,693,0.0,0,0
B0504,P018,Delhi NCR,Deep Home Cleaning,2026-01-29,3135,0.0,0,0
B0505,P004,Bengaluru,Electrical Repair,2026-01-08,1508,0.0,0,0
B0506,P011,Mumbai,Deep Home Cleaning,2026-03-21,4769,0.0,0,0
B0507,P003,Bengaluru,AC Repair & Service,2026-03-03,1119,0.0,0,0
B0508,P037,Hyderabad,Deep Home Cleaning,2026-02-24,3918,1.0,0,0
B0509,P024,Delhi NCR,AC Repair & Service,2026-01-02,1869,0.0,0,0
B0510,P033,Hyderabad,Plumbing,2026-03-01,1417,0.0,0,0
B0511,P001,Bengaluru,AC Repair & Service,2026-01-14,1637,0.0,1,0
B0512,P011,Mumbai,Deep Home Cleaning,2026-01-06,1846,0.0,0,0
B0513,P006,Bengaluru,AC Repair & Service,2026-01-04,1108,0.0,0,0
B0514,P046,Chennai,Deep Home Cleaning,2026-02-05,1043,0.0,1,0
B0515,P008,Bengaluru,Salon for Women,2026-01-09,914,0.0,0,0
B0516,P017,Delhi NCR,Electrical Repair,2026-02-26,381,0.0,0,0
B0517,P014,Mumbai,Electrical Repair,2026-02-04,894,0.0,0,0
B0518,P044,Chennai,Electrical Repair,2026-01-23,464,0.0,0,0
B0519,P027,Pune,Salon for Women,2026-02-08,2092,0.0,0,0
B0520,P006,Bengaluru,AC Repair & Service,2026-01-15,1121,0.0,0,0
B0521,P010,Mumbai,Salon for Men,2026-01-18,807,0.0,0,0
B0522,P037,Hyderabad,Deep Home Cleaning,2026-02-27,1589,0.0,0,0
B0523,P018,Delhi NCR,Deep Home Cleaning,2026-03-30,1631,0.0,0,0
B0524,P038,Hyderabad,Electrical Repair,2026-01-19,602,0.0,1,0
B0525,P039,Hyderabad,Deep Home Cleaning,2026-02-04,4488,0.0,0,0
B0526,P028,Pune,Electrical Repair,2026-03-09,841,0.0,0,0
B0527,P014,Mumbai,Electrical Repair,2026-03-07,938,0.0,0,0
B0528,P039,Hyderabad,Deep Home Cleaning,2026-02-26,4827,0.0,0,0
B0529,P045,Chennai,Deep Home Cleaning,2026-01-25,1587,0.0,0,0
B0530,P036,Hyderabad,Salon for Men,2026-02-29,551,0.0,0,0
B0531,P037,Hyderabad,Deep Home Cleaning,2026-03-02,1637,0.0,0,0
B0532,P039,Hyderabad,Deep Home Cleaning,2026-01-13,1480,0.0,1,0
B0533,P035,Hyderabad,Electrical Repair,2026-03-29,1376,0.0,0,0
B0534,P036,Hyderabad,Salon for Men,2026-03-28,1172,0.0,1,0
B0535,P035,Hyderabad,Electrical Repair,2026-01-18,738,0.0,0,0
B0536,P003,Bengaluru,AC Repair & Service,2026-03-13,642,0.0,0,0
B0537,P016,Mumbai,Salon for Men,2026-02-09,964,0.0,0,0
B0538,P012,Mumbai,AC Repair & Service,2026-02-23,1466,0.0,0,0
B0539,P006,Bengaluru,AC Repair & Service,2026-03-14,2352,0.0,0,0
B0540,P010,Mumbai,Salon for Men,2026-02-09,1049,0.0,0,0
B0541,P020,Delhi NCR,Deep Home Cleaning,2026-02-09,3137,1.0,0,0
B0542,P033,Hyderabad,Plumbing,2026-02-05,593,1.0,0,0
B0543,P007,Bengaluru,Deep Home Cleaning,2026-01-29,4429,0.0,0,0
B0544,P021,Delhi NCR,AC Repair & Service,2026-01-24,519,0.0,0,0
B0545,P042,Chennai,Deep Home Cleaning,2026-03-28,4060,0.0,0,0
B0546,P018,Delhi NCR,Deep Home Cleaning,2026-02-08,1642,0.0,0,0
B0547,P009,Mumbai,Deep Home Cleaning,2026-02-23,2863,0.0,0,0
B0548,P047,Chennai,Plumbing,2026-02-18,1410,0.0,0,0
B0549,P026,Pune,Salon for Men,2026-02-22,1163,0.0,0,0
B0550,P012,Mumbai,AC Repair & Service,2026-02-02,879,0.0,0,0
B0551,P041,Chennai,Plumbing,2026-01-14,1049,0.0,0,0
B0552,P037,Hyderabad,Deep Home Cleaning,2026-03-17,2075,0.0,0,0
B0553,P041,Chennai,Plumbing,2026-02-09,1083,0.0,0,0
B0554,P037,Hyderabad,Deep Home Cleaning,2026-01-18,3236,0.0,0,0
B0555,P032,Pune,Deep Home Cleaning,2026-02-04,3799,0.0,0,0
B0556,P011,Mumbai,Deep Home Cleaning,2026-01-12,2056,0.0,0,0
B0557,P018,Delhi NCR,Deep Home Cleaning,2026-03-01,2392,1.0,0,0
B0558,P014,Mumbai,Electrical Repair,2026-03-12,235,0.0,0,0
B0559,P013,Mumbai,AC Repair & Service,2026-03-23,2034,1.0,1,0
B0560,P018,Delhi NCR,Deep Home Cleaning,2026-03-17,3930,0.0,0,0
B0561,P004,Bengaluru,Electrical Repair,2026-03-04,1496,0.0,0,0
B0562,P003,Bengaluru,AC Repair & Service,2026-03-22,1247,0.0,0,0
B0563,P038,Hyderabad,Electrical Repair,2026-01-11,1024,0.0,0,0
B0564,P010,Mumbai,Salon for Men,2026-02-14,970,0.0,1,0
B0565,P019,Delhi NCR,Plumbing,2026-02-23,881,0.0,0,0
B0566,P007,Bengaluru,Deep Home Cleaning,2026-01-18,2054,0.0,0,0
B0567,P018,Delhi NCR,Deep Home Cleaning,2026-01-28,3561,0.0,0,0
B0568,P030,Pune,Electrical Repair,2026-03-10,743,0.0,0,0
B0569,P008,Bengaluru,Salon for Women,2026-02-25,2246,0.0,0,0
B0570,P021,Delhi NCR,AC Repair & Service,2026-03-29,1947,0.0,0,0
B0571,P045,Chennai,Deep Home Cleaning,2026-01-02,1920,0.0,0,0
B0572,P002,Bengaluru,Salon for Men,2026-03-24,1405,0.0,0,0
B0573,P015,Mumbai,Salon for Women,2026-03-26,1949,0.0,0,0
B0574,P047,Chennai,Plumbing,2026-02-11,1037,0.0,1,0
B0575,P024,Delhi NCR,AC Repair & Service,2026-02-09,2118,0.0,0,0
B0576,P023,Delhi NCR,Salon for Women,2026-01-07,3024,0.0,0,0
B0577,P006,Bengaluru,AC Repair & Service,2026-03-12,1563,0.0,0,0
B0578,P041,Chennai,Plumbing,2026-02-27,857,1.0,0,0
B0579,P020,Delhi NCR,Deep Home Cleaning,2026-03-06,2678,0.0,0,0
B0580,P027,Pune,Salon for Women,2026-01-13,2245,0.0,0,0
B0581,P027,Pune,Salon for Women,2026-01-02,2648,0.0,0,0
B0582,P008,Bengaluru,Salon for Women,2026-03-27,3340,0.0,0,0
B0583,P014,Mumbai,Electrical Repair,2026-03-12,1328,0.0,0,0
B0584,P039,Hyderabad,Deep Home Cleaning,2026-03-15,4272,0.0,0,0
B0585,P044,Chennai,Electrical Repair,2026-02-30,366,0.0,0,0
B0586,P031,Pune,Salon for Women,2026-02-26,3457,0.0,0,0
B0587,P027,Pune,Salon for Women,2026-02-03,1684,0.0,0,0
B0588,P047,Chennai,Plumbing,2026-03-17,243,0.0,0,0
B0589,P041,Chennai,Plumbing,2026-03-23,302,0.0,1,0
B0590,P002,Bengaluru,Salon for Men,2026-01-10,624,1.0,0,0
B0591,P027,Pune,Salon for Women,2026-01-01,756,1.0,0,0
B0592,P004,Bengaluru,Electrical Repair,2026-02-19,1820,0.0,1,0
B0593,P033,Hyderabad,Plumbing,2026-01-01,1325,0.0,0,0
B0594,P019,Delhi NCR,Plumbing,2026-02-21,366,0.0,1,0
B0595,P028,Pune,Electrical Repair,2026-03-25,577,0.0,0,0
B0596,P030,Pune,Electrical Repair,2026-01-11,1432,0.0,0,0
B0597,P009,Mumbai,Deep Home Cleaning,2026-02-30,2443,0.0,0,0
B0598,P035,Hyderabad,Electrical Repair,2026-02-25,1463,0.0,0,0
B0599,P006,Bengaluru,AC Repair & Service,2026-01-02,796,0.0,1,0
B0600,P013,Mumbai,AC Repair & Service,2026-02-10,2332,1.0,1,0
B9001,P009,Mumbai,Deep Home Cleaning,2026-03-31,3200,5.0,0,0
B9002,P041,Chennai,Plumbing,2026-03-31,640,4.0,0,0
B9003,P035,Hyderabad,Electrical Repair,2026-03-31,980,,0,0
